@relation mididateWEKA
@attribute s1 {60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,0}
@attribute s2 {60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,0}
@attribute a {55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,0}
@attribute a1 {55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,0}
@attribute a2 {55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,0}
@attribute t {48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,0}
@attribute t1 {48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,0}
@attribute t2 {48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,0}
@attribute b {41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,0}
@attribute b1 {41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,0}
@attribute b2 {41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,0}

@data
71,69,64,65,65,55,55,57,48,50,50
69,67,65,65,65,55,57,59,50,50,50
67,67,65,65,67,57,59,60,50,50,52
67,72,65,67,67,59,60,60,50,52,52
72,76,67,67,72,60,60,60,52,52,52
76,79,67,72,71,60,60,60,52,52,52
79,79,72,71,69,60,60,60,52,52,53
79,77,71,69,69,60,60,60,52,53,53
77,76,69,69,67,60,60,60,53,53,55
76,72,69,67,64,60,60,60,53,55,57
72,74,67,64,69,60,60,57,55,57,53
74,76,64,69,68,60,57,59,57,53,52
76,72,69,68,64,57,59,60,53,52,57
72,69,68,64,63,59,60,60,52,57,54
69,67,64,63,64,60,60,60,57,54,55
67,69,63,64,64,60,60,60,54,55,55
69,71,64,64,65,60,60,62,55,55,55
71,74,64,65,65,60,62,59,55,55,55
74,72,65,65,64,62,59,60,55,55,48
72,72,65,64,65,59,60,57,55,48,53
72,72,64,65,64,60,57,55,48,53,48
72,0,65,64,0,57,55,0,53,48,0
67,65,0,64,62,0,60,60,0,48,48
65,64,64,62,60,60,60,55,48,48,48
64,67,62,60,60,60,55,52,48,48,48
67,69,60,60,60,55,52,52,48,48,48
69,69,60,60,60,52,52,52,48,48,45
69,65,60,60,57,52,52,53,48,45,50
65,64,60,57,57,52,53,53,45,50,50
64,62,57,57,59,53,53,55,50,50,53
62,67,57,59,62,53,55,55,50,53,47
67,65,59,62,62,55,55,55,53,47,47
65,64,62,62,60,55,55,55,47,47,48
64,67,62,60,64,55,55,60,47,48,60
67,65,60,64,62,55,60,60,48,60,60
65,64,64,62,60,60,60,60,60,60,60
64,72,62,60,64,60,60,60,60,60,57
72,72,60,64,65,60,60,57,60,57,53
72,71,64,65,65,60,57,59,57,53,53
71,69,65,65,65,57,59,60,53,53,53
69,62,65,65,59,59,60,55,53,53,53
62,64,65,59,60,60,55,55,53,53,52
64,65,59,60,59,55,55,55,53,52,50
65,69,60,59,60,55,55,53,52,50,48
69,67,59,60,64,55,53,55,50,48,48
67,65,60,64,62,53,55,55,48,48,48
65,67,64,62,64,55,55,60,48,48,48
67,65,62,64,62,55,60,60,48,48,48
65,64,64,62,60,60,60,55,48,48,48
64,67,62,60,60,60,55,52,48,48,48
67,69,60,60,60,55,52,52,48,48,48
69,69,60,60,60,52,52,52,48,48,45
69,65,60,60,57,52,52,53,48,45,50
65,64,60,57,57,52,53,53,45,50,50
64,62,57,57,59,53,53,55,50,50,53
62,67,57,59,62,53,55,55,50,53,47
67,65,59,62,62,55,55,55,53,47,47
65,64,62,62,60,55,55,55,47,47,48
64,67,62,60,64,55,55,60,47,48,60
67,65,60,64,62,55,60,60,48,60,60
65,64,64,62,60,60,60,60,60,60,60
64,72,62,60,64,60,60,60,60,60,57
72,69,60,64,65,60,60,60,60,57,53
69,71,64,65,65,60,60,57,57,53,53
71,72,65,65,64,60,57,55,53,53,48
72,60,65,64,60,57,55,52,53,48,48
60,60,64,60,60,55,52,52,48,48,47
60,60,60,60,60,52,52,52,48,47,45
60,62,60,60,59,52,52,55,47,45,43
62,60,60,59,60,52,55,55,45,43,43
60,64,59,60,60,55,55,55,43,43,48
64,65,60,60,60,55,55,57,43,48,41
65,64,60,60,60,55,57,55,48,41,48
64,0,60,60,0,57,55,0,41,48,0
72,71,0,69,69,0,64,62,0,57,57
71,69,69,69,64,64,62,60,57,57,57
69,69,69,64,64,62,60,60,57,57,55
69,69,64,64,65,60,60,60,57,55,53
69,67,64,65,62,60,60,59,55,53,53
67,72,65,62,67,60,59,60,53,53,52
72,72,62,67,64,59,60,60,53,52,57
72,74,67,64,67,60,60,59,52,57,55
74,72,64,67,67,60,59,60,57,55,52
72,74,67,67,71,59,60,65,55,52,50
74,76,67,71,72,60,65,64,52,50,48
76,76,71,72,72,65,64,67,50,48,48
76,74,72,72,69,64,67,65,48,48,50
74,72,72,69,69,67,65,65,48,50,50
72,69,69,69,65,65,65,60,50,50,53
69,67,69,65,62,65,60,60,50,53,55
67,67,65,62,62,60,60,59,53,55,55
67,72,62,62,67,60,59,60,55,55,52
72,71,62,67,67,59,60,60,55,52,52
71,69,67,67,67,60,60,60,52,52,53
69,69,67,67,65,60,60,60,52,53,53
69,69,67,65,65,60,60,60,53,53,52
69,69,65,65,65,60,60,60,53,52,50
69,69,65,65,64,60,60,60,52,50,50
69,67,65,64,62,60,60,59,50,50,55
67,72,64,62,67,60,59,60,50,55,52
72,72,62,67,66,59,60,60,55,52,57
72,74,67,66,67,60,60,59,52,57,55
74,74,66,67,67,60,59,59,57,55,53
74,72,67,67,67,59,59,60,55,53,52
72,74,67,67,65,59,60,59,53,52,50
74,76,67,65,64,60,59,60,52,50,48
76,76,65,64,67,59,60,60,50,48,52
76,74,64,67,65,60,60,57,48,52,53
74,72,67,65,65,60,57,57,52,53,53
72,69,65,65,65,57,57,60,53,53,53
69,69,65,65,64,57,60,60,53,53,57
69,76,65,64,69,60,60,60,53,57,57
76,77,64,69,69,60,60,60,57,57,57
77,76,69,69,72,60,60,67,57,57,57
76,74,69,72,67,60,67,65,57,57,59
74,72,72,67,67,67,65,64,57,59,60
72,74,67,67,69,65,64,62,59,60,53
74,74,67,69,69,64,62,60,60,53,53
74,74,69,69,67,62,60,59,53,53,55
74,76,69,67,67,60,59,60,53,55,48
76,76,67,67,72,59,60,67,55,48,48
76,74,67,72,71,60,67,65,48,48,50
74,72,72,71,67,67,65,64,48,50,52
72,69,71,67,65,65,64,60,50,52,53
69,69,67,65,64,64,60,60,52,53,53
69,67,65,64,62,60,60,60,53,53,55
67,67,64,62,62,60,60,59,53,55,55
67,72,62,62,67,60,59,60,55,55,52
72,71,62,67,67,59,60,60,55,52,52
71,69,67,67,67,60,60,60,52,52,53
69,69,67,67,67,60,60,60,52,53,52
69,69,67,67,65,60,60,62,53,52,50
69,67,67,65,65,60,62,62,52,50,50
67,69,65,65,65,62,62,65,50,50,62
69,71,65,65,65,62,65,65,50,62,62
71,72,65,65,67,65,65,64,62,62,60
72,72,65,67,67,65,64,62,62,60,59
72,72,67,67,67,64,62,60,60,59,57
72,72,67,67,66,62,60,60,59,57,57
72,74,67,66,67,60,60,59,57,57,55
74,72,66,67,67,60,59,60,57,55,52
72,74,67,67,65,59,60,59,55,52,50
74,76,67,65,64,60,59,60,52,50,48
76,76,65,64,67,59,60,59,50,48,52
76,74,64,67,69,60,59,57,48,52,53
74,72,67,69,69,59,57,57,52,53,53
72,69,69,69,65,57,57,57,53,53,50
69,69,69,65,65,57,57,59,53,50,50
69,69,65,65,64,57,59,60,50,50,45
69,69,65,64,65,59,60,62,50,45,45
69,69,64,65,64,60,62,61,45,45,45
69,0,65,64,0,62,61,0,45,45,0
62,64,55,59,60,52,53,55,48,48,43
64,65,59,60,62,53,55,55,48,43,43
65,62,60,62,59,55,55,55,43,43,43
62,60,62,59,60,55,55,52,43,43,48
60,64,59,60,60,55,52,55,43,48,48
64,65,60,60,60,52,55,53,48,48,45
65,67,60,60,60,55,53,52,48,45,43
67,67,60,60,59,53,52,50,45,43,43
67,69,60,59,59,52,50,50,43,43,43
69,67,59,59,59,50,50,50,43,43,43
67,67,59,59,59,50,50,55,43,43,43
67,64,59,59,60,50,55,55,43,43,48
64,64,59,60,60,55,55,55,43,48,52
64,62,60,60,59,55,55,55,48,52,55
62,67,60,59,59,55,55,55,52,55,53
67,60,59,59,60,55,55,55,55,53,52
60,62,59,60,59,55,55,55,53,52,50
62,64,60,59,60,55,55,55,52,50,48
64,65,59,60,62,55,55,55,50,48,47
65,64,60,62,60,55,55,55,48,47,48
64,62,62,60,59,55,55,55,47,48,53
62,60,60,59,55,55,55,52,48,53,48
60,60,59,55,55,55,52,52,53,48,48
60,62,55,55,59,52,52,53,48,48,48
62,64,55,59,60,52,53,55,48,48,43
64,65,59,60,62,53,55,55,48,43,43
65,62,60,62,59,55,55,55,43,43,43
62,60,62,59,60,55,55,52,43,43,48
60,64,59,60,60,55,52,55,43,48,48
64,65,60,60,60,52,55,53,48,48,45
65,67,60,60,60,55,53,52,48,45,43
67,67,60,60,59,53,52,50,45,43,43
67,69,60,59,59,52,50,50,43,43,43
69,67,59,59,59,50,50,50,43,43,43
67,67,59,59,59,50,50,55,43,43,43
67,64,59,59,60,50,55,55,43,43,48
64,64,59,60,60,55,55,55,43,48,52
64,62,60,60,59,55,55,55,48,52,55
62,67,60,59,59,55,55,55,52,55,53
67,60,59,59,60,55,55,55,55,53,52
60,62,59,60,59,55,55,55,53,52,50
62,64,60,59,60,55,55,55,52,50,48
64,65,59,60,60,55,55,57,50,48,41
65,64,60,60,60,55,57,55,48,41,43
64,62,60,60,60,57,55,53,41,43,45
62,69,60,60,60,55,53,53,43,45,41
69,60,60,60,55,53,53,52,45,41,48
60,60,60,55,57,53,52,53,41,48,41
60,60,55,57,55,52,53,52,48,41,48
60,0,57,55,0,53,52,0,41,48,0
60,64,0,60,60,0,52,55,0,48,48
64,67,60,60,64,52,55,60,48,48,48
67,72,60,64,64,55,60,60,48,48,48
72,71,64,64,67,60,60,60,48,48,52
71,71,64,67,67,60,60,60,48,52,53
71,69,67,67,65,60,60,60,52,53,53
69,62,67,65,59,60,60,55,53,53,50
62,65,65,59,59,60,55,55,53,50,50
65,69,59,59,59,55,55,55,50,50,43
69,67,59,59,59,55,55,55,50,43,43
67,64,59,59,60,55,55,55,43,43,48
64,60,59,60,60,55,55,52,43,48,48
60,64,60,60,60,55,52,55,48,48,48
64,67,60,60,64,52,55,60,48,48,48
67,72,60,64,64,55,60,60,48,48,48
72,72,64,64,65,60,60,60,48,48,50
72,71,64,65,67,60,60,60,48,50,52
71,71,65,67,67,60,60,60,50,52,53
71,69,67,67,65,60,60,60,52,53,53
69,62,67,65,59,60,60,53,53,53,50
62,65,65,59,59,60,53,53,53,50,50
65,69,59,59,59,53,53,53,50,50,43
69,67,59,59,59,53,53,53,50,43,43
67,60,59,59,60,53,53,52,43,43,48
60,67,59,60,60,53,52,52,43,48,45
67,67,60,60,60,52,52,50,48,45,50
67,66,60,60,60,52,50,50,45,50,50
66,66,60,60,60,50,50,57,50,50,50
66,66,60,60,60,50,57,57,50,50,52
66,69,60,60,62,57,57,60,50,52,54
69,69,60,62,62,57,60,60,52,54,55
69,67,62,62,62,60,60,59,54,55,55
67,71,62,62,64,60,59,55,55,55,52
71,71,62,64,64,59,55,52,55,52,48
71,69,64,64,64,55,52,52,52,48,48
69,71,64,64,64,52,52,55,48,48,47
71,72,64,64,64,52,55,57,48,47,45
72,66,64,64,62,55,57,57,47,45,50
66,67,64,62,59,57,57,55,45,50,43
67,60,62,59,60,57,55,52,50,43,48
60,64,59,60,60,55,52,55,43,48,48
64,67,60,60,64,52,55,60,48,48,48
67,72,60,64,64,55,60,60,48,48,48
72,72,64,64,65,60,60,60,48,48,50
72,71,64,65,67,60,60,60,48,50,52
71,71,65,67,67,60,60,60,50,52,53
71,69,67,67,65,60,60,59,52,53,53
69,69,67,65,65,60,59,60,53,53,53
69,62,65,65,59,59,60,53,53,53,50
62,65,65,59,59,60,53,53,53,50,50
65,69,59,59,59,53,53,53,50,50,43
69,67,59,59,59,53,53,53,50,43,43
67,60,59,59,60,53,53,52,43,43,48
60,65,59,60,60,53,52,57,43,48,41
65,64,60,60,60,52,57,55,48,41,48
64,0,60,60,0,57,55,0,41,48,0
64,62,0,60,59,0,55,55,0,48,53
62,64,60,59,60,55,55,55,48,53,52
64,65,59,60,59,55,55,55,53,52,50
65,69,60,59,59,55,55,55,52,50,53
69,67,59,59,60,55,55,55,50,53,52
67,64,59,60,60,55,55,55,53,52,48
64,64,60,60,60,55,55,57,52,48,45
64,67,60,60,60,55,57,52,48,45,43
67,64,60,60,60,57,52,55,45,43,43
64,60,60,60,60,52,55,52,43,43,43
60,62,60,60,59,55,52,55,43,43,43
62,62,60,59,60,52,55,55,43,43,48
62,64,59,60,60,55,55,55,43,48,52
64,62,60,60,60,55,55,55,48,52,53
62,64,60,60,60,55,55,55,52,53,52
64,65,60,60,60,55,55,55,53,52,50
65,69,60,60,60,55,55,55,52,50,53
69,67,60,60,60,55,55,55,50,53,52
67,64,60,60,60,55,55,55,53,52,48
64,67,60,60,60,55,55,55,52,48,47
67,72,60,60,60,55,55,55,48,47,45
72,71,60,60,60,55,55,55,47,45,45
71,69,60,60,60,55,55,54,45,45,50
69,71,60,60,60,55,54,54,45,50,50
71,67,60,60,60,54,54,55,50,50,43
67,67,60,60,60,54,55,52,50,43,43
67,67,60,60,60,55,52,53,43,43,43
67,62,60,60,60,52,53,53,43,43,43
62,64,60,60,60,53,53,55,43,43,43
64,62,60,60,60,53,55,53,43,43,43
62,60,60,60,60,55,53,52,43,43,48
60,72,60,60,60,53,52,57,43,48,48
72,72,60,60,60,52,57,58,48,48,48
72,67,60,60,60,57,58,58,48,48,48
67,69,60,60,60,58,58,60,48,48,48
69,67,60,60,60,58,60,58,48,48,48
67,65,60,60,60,60,58,57,48,48,50
65,64,60,60,60,58,57,55,48,50,52
64,64,60,60,60,57,55,57,50,52,53
64,62,60,60,60,55,57,57,52,53,53
62,64,60,60,60,57,57,55,53,53,53
64,65,60,60,60,57,55,55,53,53,53
65,67,60,60,60,55,55,55,53,53,52
67,69,60,60,60,55,55,55,53,52,52
69,71,60,60,60,55,55,54,52,52,45
71,72,60,60,60,55,54,54,52,45,45
72,64,60,60,60,54,54,55,45,45,43
64,65,60,60,60,54,55,57,45,43,41
65,62,60,60,60,55,57,55,43,41,43
62,67,60,60,60,57,55,53,41,43,43
67,60,60,60,60,55,53,52,43,43,48
60,60,60,60,60,53,52,53,43,48,41
60,60,60,60,60,52,53,52,48,41,48
60,0,60,60,0,53,52,0,41,48,0
64,65,0,60,60,0,55,57,0,48,41
65,64,60,60,60,55,57,55,48,41,43
64,62,60,60,59,57,55,55,41,43,43
62,62,60,59,59,55,55,53,43,43,43
62,60,59,59,57,55,53,52,43,43,45
60,60,59,57,60,53,52,52,43,45,43
60,62,57,60,59,52,52,55,45,43,43
62,64,60,59,60,52,55,55,43,43,48
64,65,59,60,60,55,55,57,43,48,41
65,64,60,60,60,55,57,55,48,41,43
64,62,60,60,59,57,55,55,41,43,43
62,62,60,59,59,55,55,53,43,43,43
62,60,59,59,57,55,53,52,43,43,45
60,60,59,57,60,53,52,52,43,45,43
60,62,57,60,59,52,52,53,45,43,43
62,60,60,59,60,52,53,52,43,43,48
60,67,59,60,60,53,52,52,43,48,48
67,69,60,60,60,52,52,53,48,48,48
69,67,60,60,60,52,53,52,48,48,48
67,64,60,60,55,53,52,52,48,48,48
64,60,60,55,60,52,52,54,48,48,45
60,62,55,60,59,52,54,55,48,45,43
62,64,60,59,59,54,55,52,45,43,44
64,62,59,59,59,55,52,52,43,44,44
62,60,59,59,55,52,52,52,44,44,48
60,60,59,55,57,52,52,53,44,48,41
60,60,55,57,55,52,53,52,48,41,48
60,0,57,55,0,53,52,0,41,48,0
67,64,0,60,60,0,52,55,0,48,52
64,65,60,60,59,52,55,53,48,52,50
65,67,60,59,60,55,53,52,52,50,48
67,60,59,60,55,53,52,55,50,48,52
60,62,60,55,59,52,55,53,48,52,50
62,64,55,59,60,55,53,53,52,50,50
64,65,59,60,62,53,53,50,50,50,50
65,67,60,62,64,53,50,50,50,50,48
67,65,62,64,62,50,50,55,50,48,47
65,64,64,62,60,50,55,55,48,47,48
64,62,62,60,59,55,55,55,47,48,43
62,67,60,59,60,55,55,55,48,43,52
67,65,59,60,60,55,55,55,43,52,50
65,67,60,60,60,55,55,55,52,50,52
67,69,60,60,60,55,55,55,50,52,53
69,67,60,60,60,55,55,55,52,53,52
67,72,60,60,60,55,55,55,53,52,52
72,67,60,60,60,55,55,52,52,52,48
67,65,60,60,59,55,52,53,52,48,50
65,64,60,59,60,52,53,55,48,50,52
64,64,59,60,60,53,55,55,50,52,53
64,62,60,60,60,55,55,55,52,53,55
62,60,60,60,59,55,55,53,53,55,43
60,60,60,59,60,55,53,52,55,43,48
60,64,59,60,60,53,52,55,43,48,48
64,62,60,60,59,52,55,55,48,48,48
62,64,60,59,60,55,55,55,48,48,48
64,65,59,60,62,55,55,55,48,48,48
65,64,60,62,60,55,55,55,48,48,48
64,62,62,60,59,55,55,53,48,48,43
62,60,60,59,57,55,53,52,48,43,45
60,65,59,57,62,53,52,56,43,45,47
65,64,57,62,60,52,56,57,45,47,48
64,62,62,60,59,56,57,53,47,48,50
62,60,60,59,57,57,53,52,48,50,45
60,62,59,57,59,53,52,52,50,45,45
62,60,57,59,57,52,52,52,45,45,45
60,60,59,57,57,52,52,55,45,45,52
60,69,57,57,60,52,55,54,45,52,54
69,66,57,60,60,55,54,57,52,54,50
66,67,60,60,59,54,57,55,54,50,52
67,69,60,59,60,57,55,52,50,52,48
69,67,59,60,60,55,52,52,52,48,48
67,66,60,60,60,52,52,57,48,48,50
66,66,60,60,62,52,57,57,48,50,50
66,67,60,62,62,57,57,57,50,50,50
67,67,62,62,62,57,57,59,50,50,43
67,67,62,62,60,57,59,52,50,43,48
67,64,62,60,60,59,52,55,43,48,52
64,65,60,60,59,52,55,53,48,52,50
65,67,60,59,60,55,53,52,52,50,48
67,60,59,60,55,53,52,55,50,48,52
60,62,60,55,59,52,55,53,48,52,50
62,64,55,59,60,55,53,53,52,50,50
64,65,59,60,62,53,53,50,50,50,50
65,67,60,62,64,53,50,50,50,50,48
67,65,62,64,62,50,50,55,50,48,47
65,64,64,62,60,50,55,55,48,47,48
64,62,62,60,59,55,55,55,47,48,43
62,67,60,59,60,55,55,55,48,43,52
67,65,59,60,60,55,55,55,43,52,50
65,67,60,60,60,55,55,55,52,50,52
67,69,60,60,60,55,55,55,50,52,53
69,67,60,60,60,55,55,55,52,53,52
67,72,60,60,60,55,55,55,53,52,52
72,67,60,60,60,55,55,52,52,52,48
67,65,60,60,59,55,52,53,52,48,50
65,64,60,59,60,52,53,55,48,50,52
64,64,59,60,60,53,55,55,50,52,53
64,62,60,60,60,55,55,55,52,53,55
62,62,60,60,59,55,55,53,53,55,43
62,60,60,59,59,55,53,53,55,43,43
60,60,59,59,60,53,53,52,43,43,48
60,65,59,60,60,53,52,57,43,48,41
65,64,60,60,60,52,57,55,48,41,48
64,0,60,60,0,57,55,0,41,48,0
67,72,0,67,72,0,55,60,0,55,60
72,67,67,72,67,55,60,60,55,60,52
67,72,72,67,69,60,60,53,60,52,53
72,72,67,69,67,60,53,55,52,53,52
72,74,69,67,65,53,55,57,53,52,50
74,74,67,65,65,55,57,59,52,50,50
74,76,65,65,64,57,59,60,50,50,48
76,74,65,64,65,59,60,55,50,48,48
74,72,64,65,64,60,55,55,48,48,48
72,67,65,64,67,55,55,60,48,48,52
67,77,64,67,67,55,60,62,48,52,47
77,76,67,67,67,60,62,60,52,47,48
76,74,67,67,67,62,60,59,47,48,50
74,74,67,67,67,60,59,57,48,50,50
74,74,67,67,67,59,57,59,50,50,50
74,74,67,67,66,57,59,60,50,50,50
74,66,67,66,62,59,60,57,50,50,50
66,67,66,62,62,60,57,59,50,50,55
67,67,62,62,60,57,59,55,50,55,52
67,67,62,60,60,59,55,58,55,52,52
67,65,60,60,60,55,58,57,52,52,53
65,69,60,60,60,58,57,57,52,53,53
69,69,60,60,62,57,57,57,53,53,54
69,69,60,62,62,57,57,60,53,54,54
69,67,62,62,62,57,60,59,54,54,55
67,71,62,62,67,60,59,62,54,55,55
71,71,62,67,67,59,62,62,55,55,53
71,72,67,67,67,62,62,62,55,53,52
72,72,67,67,65,62,62,62,53,52,50
72,67,67,65,64,62,62,62,52,50,48
67,67,65,64,62,62,62,58,50,48,48
67,69,64,62,60,62,58,57,48,48,53
69,64,62,60,60,58,57,60,48,53,57
64,67,60,60,64,57,60,60,53,57,55
67,67,60,64,62,60,60,59,57,55,55
67,65,64,62,62,60,59,55,55,55,55
65,64,62,62,60,59,55,55,55,55,48
64,65,62,60,60,55,55,57,55,48,53
65,64,60,60,60,55,57,55,48,53,48
64,0,60,60,0,57,55,0,53,48,0
67,72,0,64,64,0,60,60,0,48,48
72,76,64,64,67,60,60,60,48,48,48
76,74,64,67,65,60,60,59,48,48,55
74,72,67,65,64,60,59,60,48,55,57
72,69,65,64,65,59,60,60,55,57,53
69,67,64,65,64,60,60,60,57,53,48
67,72,65,64,64,60,60,60,53,48,60
72,76,64,64,64,60,60,60,48,60,57
76,72,64,64,64,60,60,60,60,57,57
72,74,64,64,67,60,60,59,57,57,55
74,77,64,67,67,60,59,62,57,55,59
77,76,67,67,67,59,62,60,55,59,60
76,74,67,67,65,62,60,59,59,60,55
74,72,67,65,64,60,59,60,60,55,57
72,74,65,64,67,59,60,59,55,57,55
74,76,64,67,67,60,59,60,57,55,60
76,72,67,67,67,59,60,60,55,60,52
72,69,67,67,65,60,60,60,60,52,53
69,67,67,65,62,60,60,59,52,53,55
67,67,65,62,64,60,59,60,53,55,48
67,72,62,64,64,59,60,60,55,48,57
72,76,64,64,67,60,60,60,48,57,55
76,74,64,67,65,60,60,59,57,55,55
74,72,67,65,64,60,59,60,55,55,48
72,72,65,64,65,59,60,57,55,48,53
72,72,64,65,64,60,57,55,48,53,48
72,0,65,64,0,57,55,0,53,48,0
71,72,0,67,69,0,60,60,0,48,53
72,71,67,69,67,60,60,60,48,53,55
71,71,69,67,65,60,60,59,53,55,55
71,71,67,65,67,60,59,60,55,55,48
71,76,65,67,67,59,60,60,55,48,48
76,76,67,67,67,60,60,60,48,48,57
76,77,67,67,71,60,60,59,48,57,55
77,79,67,71,71,60,59,60,57,55,48
79,77,71,71,72,59,60,60,55,48,53
77,77,71,72,71,60,60,59,48,53,55
77,77,72,71,69,60,59,59,53,55,55
77,76,71,69,67,59,59,60,55,55,48
76,79,69,67,71,59,60,60,55,48,48
79,74,67,71,67,60,60,59,48,48,55
74,74,71,67,66,60,59,57,48,55,50
74,74,67,66,66,59,57,62,55,50,50
74,72,66,66,69,57,62,62,50,50,54
72,71,66,69,67,62,62,62,50,54,55
71,71,69,67,67,62,62,62,54,55,53
71,72,67,67,67,62,62,60,55,53,52
72,72,67,67,69,62,60,60,53,52,53
72,69,67,69,65,60,60,60,52,53,53
69,67,69,65,64,60,60,60,53,53,55
67,67,65,64,62,60,60,59,53,55,55
67,67,64,62,65,60,59,62,55,55,55
67,67,62,65,64,59,62,60,55,55,48
67,69,65,64,65,62,60,60,55,48,53
69,67,64,65,64,60,60,60,48,53,48
67,0,65,64,0,60,60,0,53,48,0
60,62,0,57,59,0,52,55,0,45,43
62,64,57,59,60,52,55,55,45,43,48
64,69,59,60,60,55,55,53,43,48,41
69,67,60,60,60,55,53,52,48,41,43
67,67,60,60,55,53,52,52,41,43,43
67,65,60,55,57,52,52,52,43,43,43
65,65,55,57,59,52,52,50,43,43,43
65,64,57,59,60,52,50,52,43,43,48
64,64,59,60,60,50,52,48,43,48,45
64,64,60,60,59,52,48,48,48,45,43
64,60,60,59,60,48,48,52,45,43,45
60,60,59,60,60,48,52,53,43,45,45
60,64,60,60,60,52,53,55,45,45,43
64,62,60,60,59,53,55,55,45,43,43
62,62,60,59,59,55,55,53,43,43,43
62,60,59,59,60,55,53,52,43,43,48
60,64,59,60,55,53,52,52,43,48,48
64,64,60,55,57,52,52,52,48,48,48
64,0,55,57,0,52,52,0,48,48,0
60,62,0,55,59,0,52,55,0,48,43
62,64,55,59,60,52,55,55,48,43,48
64,62,59,60,55,55,55,55,43,48,47
62,65,60,55,60,55,55,57,48,47,41
65,64,55,60,60,55,57,55,47,41,48
64,62,60,60,57,57,55,50,41,48,41
62,60,60,57,57,55,50,52,48,41,45
60,62,57,57,60,50,52,55,41,45,43
62,62,57,60,59,52,55,55,45,43,43
62,0,60,59,0,55,55,0,43,43,0
64,69,0,60,60,0,55,53,0,48,53
69,67,60,60,60,55,53,55,48,53,52
67,65,60,60,60,53,55,57,53,52,45
65,65,60,60,62,55,57,55,52,45,47
65,64,60,62,62,57,55,55,45,47,48
64,64,62,62,60,55,55,55,47,48,48
64,67,62,60,60,55,55,57,48,48,41
67,67,60,60,59,55,57,55,48,41,43
67,64,60,59,60,57,55,55,41,43,48
64,71,59,60,62,55,55,56,43,48,47
71,72,60,62,60,55,56,57,48,47,45
72,72,62,60,62,56,57,57,47,45,47
72,72,60,62,64,57,57,57,45,47,48
72,72,62,64,64,57,57,57,47,48,50
72,71,64,64,64,57,57,57,48,50,52
71,69,64,64,64,57,57,57,50,52,52
69,71,64,64,64,57,57,56,52,52,52
71,71,64,64,62,57,56,56,52,52,52
71,69,64,62,60,56,56,57,52,52,45
69,64,62,60,60,56,57,57,52,45,57
64,64,60,60,60,57,57,57,45,57,55
64,69,60,60,60,57,57,57,57,55,53
69,69,60,60,62,57,57,59,55,53,53
69,67,60,62,64,57,59,60,53,53,52
67,65,62,64,57,59,60,62,53,52,50
65,65,64,57,59,60,62,62,52,50,50
65,64,57,59,60,62,62,55,50,50,48
64,62,59,60,60,62,55,57,50,48,41
62,62,60,60,59,55,57,55,48,41,43
62,64,60,59,60,57,55,55,41,43,48
64,71,59,60,64,55,55,59,43,48,44
71,72,60,64,64,55,59,57,48,44,45
72,72,64,64,64,59,57,57,44,45,47
72,72,64,64,64,57,57,57,45,47,48
72,72,64,64,64,57,57,57,47,48,50
72,71,64,64,64,57,57,57,48,50,52
71,69,64,64,64,57,57,57,50,52,52
69,71,64,64,64,57,57,56,52,52,52
71,71,64,64,62,57,56,56,52,52,52
71,69,64,62,60,56,56,57,52,52,45
69,72,62,60,69,56,57,64,52,45,57
72,72,60,69,67,57,64,64,45,57,57
72,71,69,67,65,64,64,62,57,57,50
71,69,67,65,65,64,62,60,57,50,50
69,67,65,65,64,62,60,59,50,50,52
67,67,65,64,62,60,59,59,50,52,52
67,69,64,62,60,59,59,57,52,52,53
69,69,62,60,60,59,57,55,52,53,52
69,71,60,60,65,57,55,53,53,52,50
71,71,60,65,65,55,53,55,52,50,50
71,72,65,65,65,53,55,57,50,50,48
72,72,65,65,64,55,57,55,50,48,48
72,72,65,64,62,57,55,53,48,48,48
72,72,64,62,64,55,53,55,48,48,48
72,67,62,64,64,53,55,60,48,48,48
67,67,64,64,64,55,60,58,48,48,48
67,69,64,64,64,60,58,57,48,48,53
69,69,64,64,62,58,57,57,48,53,53
69,67,64,62,64,57,57,57,53,53,49
67,65,62,64,64,57,57,57,53,49,50
65,65,64,64,64,57,57,57,49,50,52
65,65,64,64,62,57,57,57,50,52,53
65,65,64,62,62,57,57,57,52,53,55
65,64,62,62,61,57,57,57,53,55,57
64,72,62,61,62,57,57,57,55,57,54
72,71,61,62,62,57,57,55,57,54,55
71,72,62,62,62,57,55,55,54,55,55
